date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-10-26,9.86,10.76,10.76,9.86,117.16,3.29,44.04,10.76,10.76,10.76,117.16,117.16,117.16,0.04
2017-10-27,11.84,11.84,11.84,11.84,35.12,1.08,10.04,11.3,11.3,11.3,76.14,76.14,76.14,0.01
2017-10-30,13.02,13.02,13.02,13.02,67.0,1.18,9.97,11.873,11.873,11.873,73.09,73.09,73.09,0.02
2017-10-31,14.32,14.32,14.32,14.32,71.98,1.3,9.98,12.485,12.485,12.485,72.82,72.82,72.82,0.02
2017-11-01,15.75,15.75,15.75,15.75,54.08,1.43,9.99,13.138,13.138,13.138,69.07,69.07,69.07,0.02
2017-11-02,17.33,17.33,17.33,17.33,103.0,1.58,10.03,14.452,13.837,13.837,66.24,74.72,74.72,0.03
2017-11-03,19.06,19.06,19.06,19.06,256.22,1.73,9.98,15.896,14.583,14.583,110.46,100.65,100.65,0.09
2017-11-06,20.97,20.97,20.97,20.97,425.08,1.91,10.02,17.486,15.381,15.381,182.07,141.21,141.21,0.14
2017-11-07,23.07,23.07,23.07,23.07,704.98,2.1,10.01,19.236,16.236,16.236,308.67,203.85,203.85,0.23
2017-11-10,25.38,25.38,25.38,25.38,1501.27,2.31,10.01,21.162,17.15,17.15,598.11,333.59,333.59,0.5
2017-11-13,27.92,27.92,27.92,27.92,1894.22,2.54,10.01,23.28,18.866,18.129,956.35,511.3,475.46,0.63
2017-11-14,30.71,30.71,30.71,30.71,2710.31,2.79,9.99,25.61,20.753,19.178,1447.17,778.81,661.7,0.9
2017-11-15,32.88,32.9,28.37,28.3,162530.72,-2.34,-7.62,27.09,22.288,19.885,33868.3,17025.19,13113.16,54.18
2017-11-16,27.33,28.31,26.43,25.63,124241.44,-1.94,-6.84,27.762,23.499,20.352,58575.59,29442.13,21050.9,41.41
2017-11-17,26.37,26.59,23.95,23.89,86558.44,-2.48,-9.38,27.476,24.319,20.592,75587.03,38092.57,25418.07,28.85
2017-11-20,23.52,24.0,23.67,22.72,53165.41,-0.28,-1.17,26.626,24.953,20.784,85841.26,43398.81,27152.28,17.72
2017-11-21,23.62,23.7,23.31,22.02,74495.35,-0.36,-1.52,25.146,25.378,20.933,100198.27,50822.72,29937.16,24.83
2017-11-22,23.02,23.7,22.9,22.51,58079.72,-0.41,-1.76,24.052,25.571,21.042,79308.07,56588.19,31500.64,19.36
2017-11-23,22.6,23.52,22.98,22.01,68064.01,0.08,0.35,23.362,25.562,21.144,68072.59,63324.09,33425.03,22.69
2017-11-24,22.31,22.88,21.42,21.35,52403.5,-1.56,-6.79,22.856,25.166,21.158,61241.6,68414.31,34373.95,17.47
2017-11-27,21.16,21.87,20.85,20.8,32062.58,-0.57,-2.66,22.292,24.459,21.663,57021.03,71431.15,35971.22,10.69
2017-11-28,21.06,21.41,21.19,20.92,31595.87,0.34,1.63,21.868,23.507,22.13,48441.14,74319.7,37549.26,10.53
2017-11-29,21.26,21.26,20.9,20.07,40703.58,-0.29,-1.37,21.468,22.76,22.524,44965.91,62136.99,39581.09,13.57
2017-11-30,20.88,21.47,21.15,20.68,50750.45,0.25,1.2,21.102,22.232,22.866,41503.2,54787.89,42115.01,16.92
2017-12-01,20.9,21.2,20.92,20.6,33155.17,-0.23,-1.09,21.002,21.929,23.124,37653.53,49447.56,43770.07,11.05
2017-12-04,20.7,20.7,18.9,18.88,55596.41,-2.02,-9.66,20.612,21.452,23.203,42360.3,49690.66,46544.74,18.53
2017-12-05,18.86,19.16,18.15,17.86,35774.48,-0.75,-3.97,20.004,20.936,23.157,43196.02,45818.58,48320.65,11.92
2017-12-06,18.22,18.6,18.5,18.05,23507.55,0.35,1.93,19.524,20.496,23.034,39756.81,42361.36,49474.77,7.84
2017-12-07,18.49,18.84,18.56,18.26,22885.92,0.06,0.32,19.006,20.054,22.808,34183.91,37843.55,50583.82,7.63
2017-12-08,18.45,19.27,19.02,18.41,33724.09,0.46,2.48,18.626,19.814,22.49,34297.69,35975.61,52194.96,11.24
2017-12-11,18.98,19.37,19.23,18.9,29367.67,0.21,1.1,18.692,19.652,22.056,29051.94,35706.12,53568.63,9.79
2017-12-12,19.23,19.55,19.3,19.0,35652.25,0.07,0.36,18.922,19.463,21.485,29027.5,36111.76,55215.73,11.88
2017-12-13,19.1,21.1,20.61,19.03,59971.08,1.31,6.79,19.344,19.434,21.097,36320.2,38038.51,50087.75,19.99
